title,authors,publisher,subject,categories,maturityRating,page_count,average_rating,ratings_count,published_date,description,publish_year,page_count_scaled,publish_year_scaled,cluster_11,cluster_12,cluster
Horse of a Different Color,Ralph Moody,Bison Books,biography,Biography & Autobiography,NOT_MATURE,276,0.0,0,1994-01-01,"Originally published: New York: Norton, 1968.",1994,0.10726210350584307,0.5753424657534225,2,2,4
The Silent Steppe,Mukhamet Shai͡akhmetov,Stacey International Publishers,biography,Biography & Autobiography,NOT_MATURE,376,0.0,0,2006-01-01,"""Here is a rare book. It is the first-person story of Mukhamet Shayakhmetov, born into a family of nomadic Kazakh herdsmen in 1922, the year of the consolidation of Soviet rule across his people's vast steppe-land in central Asia, specifically eastern Kazakhstan."" ""Thus was brought to an end, with dread ideological ruthlessness, a way of life of sanctified interdependence between man and nature. Designated as a kulak, Mukhamet's father was imprisoned as 'an enemy of the people', and his family were stripped of all possessions, including livestock, and ostracised."" ""Collectivisation of agriculture was forcibly imposed, and famine ensued. In the years 1932-34 alone, well over a million Kazakhs died: more than a quarter of the indigenous population across a territory as great as western Europe. Of all this, the outside world knew - or chose to know - nothing."" ""Somewhat as Wild Swans laid bare the truth of Mao's China, so The Silent Steppe awakens the reader to the scale of suffering of millions in Soviet central Asia under Stalin."" ""Shayakhmetov takes his story to his recruitment in the Red Army, his wounding at Stalingrad, and his long trek home as a discharged solider at the age of 21. He is today in his mid-eighties.""--BOOK JACKET.",2006,0.1489983305509182,0.739726027397257,2,2,4
James K. Polk,John Seigenthaler,Macmillan,biography,Biography & Autobiography,NOT_MATURE,222,0.0,0,2004-01-04,"""At home, however, Polk suffered a political firestorm of antiwar attacks, particularly from the Whigs. Despite tremendous accomplishments in just four years - from pushing the westward expansion to restoring an independent Treasury to ushering in an era of free trade - ""Young Hickory"" left office feeling the sting of criticism and suffering from a stressful presidency that had taken a heavy physical toll. He died within three months of departing Washington.""--BOOK JACKET.",2004,0.08472454090150251,0.7123287671232852,2,2,4
Madame,Patrick O'Higgins,Viking Adult,biography,Biography & Autobiography,NOT_MATURE,346,0.0,0,1971-01-01,A biography of the Polish woman who built a multi-million dollar business as one of the first mass-producers of cosmetics.,1971,0.13647746243739567,0.26027397260273943,2,2,4
A Fatal Passion,Michael John Sullivan,Random House (NY),biography,Biography & Autobiography,NOT_MATURE,520,0.0,0,1997-01-01,"Chronicling the years from 1876 to 1939, ""A Fatal Passion"" tells the compelling story of Grand Duchess Victoria Melita, granddaughter of Queen Victoria and Emperor Alexander of Russia, and the tragic aftermath of the Russian Revolution. of photos.",1997,0.20909849749582637,0.6164383561643803,2,2,4
Somebody,Stefan Kanfer,Knopf,biography,Biography & Autobiography,NOT_MATURE,392,0.0,0,2008-01-01,"Interweaves Marlon Brando's tumultuous personal life with his remarkable acting career to document the actor's troubled childhood, stage and film work, often contradictory attitude toward his craft, and the tragedies that marked his final years.",2008,0.15567612687813023,0.7671232876712324,2,2,4
Who's who in the Socialist Countries,"Borys Lewytzkyj, Juliusz Stroynowski",New York : K.G. Saur,biography,Biography & Autobiography,NOT_MATURE,762,0.0,0,1978-01-01,,1978,0.31010016694490816,0.3561643835616408,2,2,4
The Alcotts,Madelon Bedell,Random House Value Publishing,biography,Biography & Autobiography,NOT_MATURE,442,0.0,0,1980-01-01,"A biography of the nineteenth-century philosopher and educator Amos Alcott, his wife; and their four daughters who were the real-life prototypes for the Marches in ""Little Women.""",1980,0.1765442404006678,0.3835616438356162,2,2,4
Alec Guinness,Piers Paul Read,Simon and Schuster,biography,Biography & Autobiography,NOT_MATURE,642,0.0,0,2005-06-21,"A portrait based on access to the late actor's personal writings offers insight into his experiences as a soldier in World War II, his stage and film achievements, and his fiercely private personal life.",2005,0.260016694490818,0.7260273972602711,2,2,4
Sweet Caroline,Christopher Andersen,Harper Collins,biography,Biography & Autobiography,NOT_MATURE,438,0.0,0,2003-01-01,"New York Times Bestselling Author Through it all, the sole surviving member of Camelot's First Family, Caroline Kennedy, has remained largely a mystery. Until now, Christopher Andersen draws on important sources-many speaking here for the first time-to proved a full, compelling portrait of Caroline, the young wife and mother left to carry on in her legendary family's name.",2003,0.1748747913188648,0.6986301369862993,2,2,4
The Pope of Physics,"Gino Segrè, Bettina Hoerlin",Macmillan,biography,Biography & Autobiography,NOT_MATURE,368,0.0,0,2016-10-18,"""A modest, unassuming man, Fermi was nevertheless one of the most productive and creative scientists of the twentieth century, one of the fathers of the atomic bomb and a Nobel Prize winner whose contributions to physics and nuclear technology live on today, with the largest particle accelerator in the United States and the nation's most significant science and technology award both bearing his name. In this, the first major biography of Fermi in English, Gino Segrae ... brings this scientific visionary to life""--",2016,0.1456594323873122,0.8767123287671197,2,2,4
The Eaves of Heaven,Andrew X. Pham,Harmony,biography,Biography & Autobiography,NOT_MATURE,328,0.0,0,2008-01-01,"From Andrew X. Pham, the award-winning author of Catfish and Mandala, a son's searing memoir of his Vietnamese father's experiences over the course of three wars. Once wealthy landowners, Thong Van Pham's family was shattered by the tumultuous events of the twentieth century: the festering French occupation of Indochina, the Japanese invasion during World War II, and the Vietnam War. Told in dazzling chapters that alternate between events in the past and those closer to the present, The Eaves of Heaven brilliantly re-creates the trials of everyday life in Vietnam as endured by one man, from the fall of Hanoi and the collapse of French colonialism to the frenzied evacuation of Saigon. Pham offers a rare portal into a lost world as he chronicles Thong Van Pham's heartbreaks, triumphs, and bizarre reversals of fortune, whether as a South Vietnamese soldier pinned down by enemy fire, a prisoner of the North Vietnamese under brutal interrogation, or a refugee desperately trying to escape Vietnam after the last American helicopter has abandoned Saigon.--From publisher description.",2008,0.12896494156928215,0.7671232876712324,2,2,4
The Films of John Wayne,"Mark Ricci, Boris Zmijewsky, Steve Zmijewsky",Unknown,biography,Biography & Autobiography,NOT_MATURE,296,0.0,0,1970-01-01,"Pictorial tribute to the remarkable movie career of the Academy Award-winning actor provides photographs, snyposis, casts, and credits for each of his 144 films.",1970,0.1156093489148581,0.24657534246574997,2,2,4
Mussolini,Denis Mack Smith,Unknown,biography,Biography & Autobiography,NOT_MATURE,448,0.0,0,2002-10-01,"“The particular merit of Mack Smith's Mussolini is that it reveals his extraordinary blood-thirstiness...combined with an equally extraordinary incompetence...one of the most severe indictments of Mussolini ever penned.”—Sunday Times. An unflinching portrait of a supreme opportunist. Although Mussolini considered himself a man of destiny, he program consisted of little more than aggression overseas, suppression at home, and an aping of Hitler's racial laws. In the end, that “destiny” led to his nation's collapse and his own destruction.",2002,0.1790484140233723,0.6849315068493134,2,2,4
A Small Boy and Others,Henry James,Unknown,biography,Authors,NOT_MATURE,217,0.0,0,2001-01-01,"Of Irish and Scottish extraction, Henry James grew up in New York when it was still dominated by Arcadian panoramas of trees and water. In this intimate biography, he returns to his youth to recapture the images of his own life.",2001,0.08263772954924875,0.6712328767123275,2,11,4
King's Counsellor,Sir Alan Lascelles,Orion Publishing Group,biography,Biography & Autobiography,NOT_MATURE,496,0.0,0,2006-01-01,"Revealing the inside story of the abdication, the royal family during World War II and the Princess Margaret-Peter Townsend affair, this title presents the diaries of Tommy Lascelles - the Private Secretary to four monarchs.",2006,0.19908180300500836,0.739726027397257,2,2,4
Ethel Merman,Brian Kellow,Viking Adult,biography,Biography & Autobiography,NOT_MATURE,400,0.0,0,2007-01-01,"An authoritative portrait of the iconic Broadway star traces her Queens childhood through her sensational three-decade career, offering insight into her larger-than-life personality, her relationships with fellow celebrities, and her secret struggles with loneliness and vulnerability. 30,000 first printing.",2007,0.15901502504173623,0.7534246575342465,2,2,4
Wise and Foolish Kings,Anne Denieul-Cormier,Doubleday Books,biography,History,NOT_MATURE,432,0.0,0,1980-01-01,,1980,0.17237061769616027,0.3835616438356162,2,11,4
Empowerment of Women Through Self Help Groups,G. Sreeramulu,Gyan Books,self help,Political Science,NOT_MATURE,334,0.0,0,2006-01-01,"The book is an in-depth study of Empowerment of Women Through Self Help Groups. It covers the problems and perspectives of Self Help Groups and suggest several measures. The study has evaluated the implementation of several schemes in Anantapur District in particular and in Andhra Pradesh in general such as rearing goats, dairying, petty business activities, making of soft toys and so on. The findings are very much encouraging, such as Women are now managing their families, Panchayat Raj Institutions, are able to concentrate on their children s education and health. Contents include: Introduction, Public Policy Theoretical Perspectives, Evaluation, Aims and Objectctives of Self Help Groups in Anantapur District, Socio-Economic Background of the Sample Study, Problems and perspectives of Self Help Groups, Performance of Self Help Groups and Conclusion. This outstanding Text-cum-Reference book will be of great use to Scholars, Administrators, Planners, Policy-makers, Statesmen and Students of Political Science, Economics, Sociology, Commerce and Women Studites.",2006,0.13146911519198665,0.739726027397257,5,5,2
Measuring Ego Development,"Jane Loevinger, Ruth Wessler",Unknown,self help,Ego (Psychology),NOT_MATURE,488,0.0,0,1970-01-01,"Vol.2 by Jane Loevinger, Ruth Wessler and Carolyn Redmore.",1970,0.19574290484140236,0.24657534246574997,5,5,2
Ego Analysis in the Helping Professions,Frances Upham,Unknown,self help,Psychology,NOT_MATURE,280,0.0,0,1973-01-01,,1973,0.10893155258764609,0.28767123287671126,5,5,2
A Study of the Relationship of the Self-concept to Adjustment in a Selected Group of College Women,Frances Helen DeLisle,Unknown,self help,Attitude (Psychology),NOT_MATURE,558,0.0,0,1953-01-01,,1953,0.22495826377295494,0.013698630136985912,5,5,2
The Magic Within,Mary Lee Zawadski,Health Communications,self help,Psychology,NOT_MATURE,144,0.0,0,1990-01-01,,1990,0.052170283806343906,0.5205479452054789,5,5,2
Inquiring about Myself,Frances M. Epps,Unknown,self help,Interpersonal relations,NOT_MATURE,390,0.0,0,1972-01-01,,1972,0.15484140233722873,0.27397260273972535,5,5,2
About Me,Unknown,Unknown,self help,Child development,NOT_MATURE,310,0.0,0,1969-01-01,"A book for the child who ""looks for answers to his questions about his growing body, his budding mind, his sometimes puzzling emotions, his developing abilities.""",1969,0.12145242070116863,0.23287671232876406,5,5,2
"Act Thin, Stay Thin",Richard B. Stuart,Unknown,self help,Health & Fitness,NOT_MATURE,232,0.0,0,1978-01-01,,1978,0.08889816360601002,0.3561643835616408,5,5,2
"Breadth of Perspective, Culture Contact, and Self",Leon Harold Warshay,Unknown,self help,Apperception,NOT_MATURE,588,0.0,0,1959-01-01,,1959,0.23747913188647748,0.09589041095890138,5,5,2
